Sample_ID,Short_ID,Plot,Restoration,Depth,Block,Precip,Invaded,TN_mg_gsoil,TC_mg_gsoil,CtoN,Year,MBC_Lab,MBC,WEOC,POM_TN,POM_TC,MAOM_TN,MAOM_TC,perc_POM,perc_MAOM,pH,GWC,COVER_C,ANN_F_C,PER_F_C,IGRASS_C,ALL_GRASS_C,PER_G_C,ANN_G_C,PER_ALL_C,ANN_ALL_C,NFIX_SUM_C,ACHMIL_C,ACMAME_C,ACMSTR_C,AMSMEN_C,ASCFAS_C,CALCIL_C,CIROCC_C,DEIFAS_C,ESCCAL_C,GRICAM_C,LAYPLA_C,LUPBIC_C,LUPMIC_C,LUPSUC_C,PHACIC_C,PLAERE_C,RANCAL_C,TRIWIL_C,ARIPUR_C,BROCAR_C,ELYCON_C,ELYGLA_C,FESMIC_C,HORBRA_C,HORINT_C,KOEMAC_C,SPOAIR_C,STIPUL_C,BRODIA_C,BROMAD_C,FESPER_C,goph_dist_C,FESMYU_C,BROHOR_C,COVER_P,ANN_F_P,PER_F_P,IGRASS_P,ALL_GRASS_P,PER_G_P,ANN_G_P,PER_ALL_P,ANN_ALL_P,NFIX_SUM_P,ACHMIL_P,ACMAME_P,ACMSTR_P,AMSMEN_P,ASCFAS_P,CALCIL_P,CIROCC_P,DEIFAS_P,ESCCAL_P,GRICAM_P,LAYPLA_P,LUPBIC_P,LUPMIC_P,LUPSUC_P,PHACIC_P,PLAERE_P,RANCAL_P,TRIWIL_P,ARIPUR_P,BROCAR_P,ELYCON_P,ELYGLA_P,FESMIC_P,HORBRA_P,HORINT_P,KOEMAC_P,SPOAIR_P,STIPUL_P,BRODIA_P,BROMAD_P,FESPER_P,goph_dist_P,Cover_NoBRODIA,MBC_halfAnLab,COVER_A,ANN_F_A,PER_F_A,IGRASS_A,ALL_GRASS_A,PER_G_A,ANN_G_A,PER_ALL_A,ANN_ALL_A,NFIX_SUM_A,ACHMIL_A,ACMAME_A,ACMSTR_A,AMSMEN_A,ASCFAS_A,CALCIL_A,CIROCC_A,DEIFAS_A,ESCCAL_A,GRICAM_A,LAYPLA_A,LUPBIC_A,LUPMIC_A,LUPSUC_A,PHACIC_A,PLAERE_A,RANCAL_A,TRIWIL_A,ARIPUR_A,BROCAR_A,ELYCON_A,ELYGLA_A,FESMIC_A,HORBRA_A,HORINT_A,KOEMAC_A,SPOAIR_A,STIPUL_A,BRODIA_A,BROMAD_A,FESPER_A,goph_dist_A,COVER_NoBRODIA_A
01-R-0-15,01-R,1,R,shallow,A,wet,1,0.60,6.30,10.50,2022,AnLab,357.40,NA,0.40,3.70,1.40,13.70,66.42,33.58,8.63,0.12,0.88,0.19,0.01,0.35,0.68,0.33,0.35,0.34,0.54,0.08,0,0.01,0,0.03,0,0,0.01,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.3,0,0.15,0.2,0.25,0,0,1.3,0.9,0.1,0.05,0.3,0.25,0.05,0.35,0.95,0.21,0,0.02,0,0.7,0,0,0,0,0.03,0,0,0,0,0.15,0,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,0.15,0.05,0,0,NA,1.25,178.7,1.09,0.545,0.055,0.2,0.49,0.29,0.2,0.345,0.745,0.145,0,0.015,0,0.365,0,0,0.005,0,0.065,0,0,0,0,0.1,0,0,0.05,0,0,0.04,0,0.025,0,0,0,0,0,0.225,0.025,0.075,0.1,0.25,1.065
02-FD-0-15,02-FD,2,FD,shallow,A,wet,0,0.60,6.40,10.70,2022,AnLab,244.10,NA,0.20,3.40,1.10,12.00,65.57,34.43,8.31,0.11,0.72,0.14,0.03,0,0.55,0.55,0,0.58,0.14,0.05,0,0.01,0,0.03,0,0.04,0.02,0,0.04,0.01,0,0,0,0.02,0,0,0,0,0,0.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.28,0.05,0,0.6,0.6,0,0.65,0.28,0.15,0,0.05,0,0,0,0.05,0.05,0,0.15,0,0,0,0,0,0.03,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,NA,0.93,122.05,0.825,0.21,0.04,0,0.575,0.575,0,0.615,0.21,0.1,0,0.03,0,0.015,0,0.045,0.035,0,0.095,0.005,0,0,0,0.01,0.015,0,0,0,0,0.55,0,0.025,0,0,0,0,0,0,0,0,0,0,0.825
02-FD-15-30,02-FD,2,FD,deep,A,wet,0,0.40,3.30,8.30,2022,AnLab,51.40,NA,0.00,1.30,0.90,9.30,66.00,34.00,NA,0.09,0.72,0.14,0.03,0,0.55,0.55,0,0.58,0.14,0.05,0,0.01,0,0.03,0,0.04,0.02,0,0.04,0.01,0,0,0,0.02,0,0,0,0,0,0.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.28,0.05,0,0.6,0.6,0,0.65,0.28,0.15,0,0.05,0,0,0,0.05,0.05,0,0.15,0,0,0,0,0,0.03,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,,0.93,25.7,0.825,0.21,0.04,0,0.575,0.575,0,0.615,0.21,0.1,0,0.03,0,0.015,0,0.045,0.035,0,0.095,0.005,0,0,0,0.01,0.015,0,0,0,0,0.55,0,0.025,0,0,0,0,0,0,0,0,0,0,0.825
03-DT-0-15,03-DT,3,DT,shallow,A,wet,0,0.90,NA,NA,2022,AnLab,NA,NA,0.30,5.20,1.30,13.30,65.77,34.23,8.35,0.12,0.91,0.34,0.37,0,0.2,0.2,0,0.57,0.34,0.03,0,0.01,0,0.1,0,0,0.02,0,0.03,0.35,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,1.3,0.95,0.1,0,0.25,0.25,0,0.35,0.95,0.09,0,0.03,0,0.15,0,0.02,0.05,0,0.15,0.05,0,0,0,0,0.6,0,0,0,0,0.05,0,0,0,0.2,0,0,0,0,0,0,0,NA,1.3,NA,1.105,0.645,0.235,0,0.225,0.225,0,0.46,0.645,0.06,0,0.02,0,0.125,0,0.01,0.035,0,0.09,0.2,0,0,0,0,0.4,0,0,0,0,0.125,0,0,0,0.1,0,0,0,0,0,0,0,0.05,1.105
04-IR-0-15,04-IR,4,IR,shallow,J,wet,1,0.50,3.90,7.80,2022,AnLab,211.70,NA,0.30,2.10,1.20,11.30,67.24,32.76,8.79,0.10,1.2,0.7,0.2,0.15,0.3,0.15,0.15,0.35,0.85,0.6,0,0.05,0.15,0.05,0,0.4,0.2,0,0,0,0,0,0,0,0.05,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0.15,0,0,0,1.42,0.5,0.75,0.02,0.17,0.15,0.02,0.9,0.52,0.06,0,0.02,0,0,0,0.45,0.75,0,0.03,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.02,0,0,NA,1.4,105.85,1.31,0.6,0.475,0.085,0.235,0.15,0.085,0.625,0.685,0.33,0,0.035,0.075,0.025,0,0.425,0.475,0,0.015,0,0,0,0,0,0.025,0,0,0,0,0.125,0,0.025,0,0,0,0,0,0,0.01,0,0.075,0,1.3
05-DT-0-15,05-DT,5,DT,shallow,J,wet,1,0.60,4.70,7.80,2022,AnLab,299.70,NA,0.00,1.80,1.10,10.90,66.77,33.23,NA,0.10,1,0.42,0.05,0.15,0.53,0.13,0.4,0.18,0.82,0.11,0,0.01,0.01,0.03,0,0.2,0.05,0,0.1,0,0,0,0,0.05,0.02,0,0,0,0,0.1,0,0.03,0.25,0,0,0,0,0,0,0,0.15,0,0,0,1.4,0.66,0.01,0.02,0.73,0.21,0.52,0.22,1.18,0.18,0,0.05,0.01,0,0,0.35,0.01,0,0.25,0,0,0,0,0,0,0,0,0,0,0.15,0,0.01,0.5,0,0,0,0,0.05,0.02,0,0,NA,1.38,149.85,1.2,0.54,0.03,0.085,0.63,0.17,0.46,0.2,1,0.145,0,0.03,0.01,0.015,0,0.275,0.03,0,0.175,0,0,0,0,0.025,0.01,0,0,0,0,0.125,0,0.02,0.375,0,0,0,0,0.025,0.01,0,0.075,0,1.19
05-IR-0-15,05-IR,5,IR,shallow,J,wet,0,0.50,3.70,7.40,2022,AnLab,214.70,NA,0.00,1.80,1.20,11.50,65.92,34.08,8.82,0.12,1.21,0.71,0.1,0,0.4,0.25,0.15,0.35,0.86,0.52,0,0.02,0.15,0.01,0,0.5,0.1,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0.25,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.43,0.58,0.65,0,0.2,0.05,0.15,0.7,0.73,0.24,0,0.05,0.03,0.02,0,0.45,0.65,0,0.03,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.15,0,0,0,0,0,0,0,0,NA,1.43,107.35,1.32,0.645,0.375,0,0.3,0.15,0.15,0.525,0.795,0.38,0,0.035,0.09,0.015,0,0.475,0.375,0,0.02,0,0,0,0,0.005,0.005,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,1.32
05-IR-15-30,05-IR,5,IR,deep,J,wet,0,NA,NA,NA,2022,AnLab,60.50,NA,0.00,0.60,0.90,9.40,66.11,33.89,8.09,0.09,1.21,0.71,0.1,0,0.4,0.25,0.15,0.35,0.86,0.52,0,0.02,0.15,0.01,0,0.5,0.1,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0.25,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.43,0.58,0.65,0,0.2,0.05,0.15,0.7,0.73,0.24,0,0.05,0.03,0.02,0,0.45,0.65,0,0.03,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.15,0,0,0,0,0,0,0,0,,1.43,30.25,1.32,0.645,0.375,0,0.3,0.15,0.15,0.525,0.795,0.38,0,0.035,0.09,0.015,0,0.475,0.375,0,0.02,0,0,0,0,0.005,0.005,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,1.32
06-FD-0-15,06-FD,6,FD,shallow,J,wet,1,0.60,4.80,8.00,2022,AnLab,238.10,NA,0.20,2.00,1.10,11.20,66.43,33.57,8.75,0.11,1.23,0.54,0.31,0.07,0.38,0.11,0.27,0.42,0.81,0.55,0,0.05,0.1,0.05,0,0.1,0.04,0,0.04,0.25,0,0,0,0.1,0.1,0,0.02,0,0,0.01,0,0.1,0.2,0,0,0,0,0,0,0,0.07,0,0,0,1.26,0.7,0.15,0.08,0.41,0.03,0.38,0.18,1.08,0.6,0,0.05,0.15,0,0.01,0,0.02,0,0.5,0.1,0,0,0,0,0,0,0.02,0,0,0,0,0,0.3,0.03,0,0,0,0,0.08,0,0,NA,1.18,119.05,1.245,0.62,0.23,0.075,0.395,0.07,0.325,0.3,0.945,0.575,0,0.05,0.125,0.025,0.005,0.05,0.03,0,0.27,0.175,0,0,0,0.05,0.05,0,0.02,0,0,0.005,0,0.05,0.25,0.015,0,0,0,0,0.04,0,0.035,0,1.205
06-R-0-15,06-R,6,R,shallow,J,wet,1,0.50,4.40,8.80,2022,AnLab,224.40,NA,0.00,1.70,1.10,11.50,67.16,32.84,8.99,0.12,1.48,0.56,0.22,0.35,0.7,0.2,0.5,0.42,1.06,0.63,0.02,0.2,0.01,0.05,0,0.1,0.2,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0.2,0,0,0.15,0,0,0,0,0,0,0,0.35,0,0,0,1.6,0.95,0.35,0.12,0.3,0.13,0.17,0.48,1.12,0.45,0.3,0.15,0,0,0,0.05,0.05,0,0.75,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0.03,0,0,0.12,0,0,NA,1.48,112.2,1.54,0.755,0.285,0.235,0.5,0.165,0.335,0.45,1.09,0.54,0.16,0.175,0.005,0.025,0,0.075,0.125,0,0.45,0,0,0,0,0,0.025,0,0,0,0,0.15,0,0,0.1,0,0,0.015,0,0,0.06,0,0.175,0,1.48
06-R-15-30,06-R,6,R,deep,J,wet,1,NA,NA,NA,2022,AnLab,29.00,NA,0.00,1.40,1.00,9.70,67.00,33.00,8.22,0.10,1.48,0.56,0.22,0.35,0.7,0.2,0.5,0.42,1.06,0.63,0.02,0.2,0.01,0.05,0,0.1,0.2,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0.2,0,0,0.15,0,0,0,0,0,0,0,0.35,0,0,0,1.6,0.95,0.35,0.12,0.3,0.13,0.17,0.48,1.12,0.45,0.3,0.15,0,0,0,0.05,0.05,0,0.75,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0.03,0,0,0.12,0,0,,1.48,14.5,1.54,0.755,0.285,0.235,0.5,0.165,0.335,0.45,1.09,0.54,0.16,0.175,0.005,0.025,0,0.075,0.125,0,0.45,0,0,0,0,0,0.025,0,0,0,0,0.15,0,0,0.1,0,0,0.015,0,0,0.06,0,0.175,0,1.48
09-DT-0-15,09-DT,9,DT,shallow,K,wet,1,0.50,3.50,7.00,2022,AnLab,229.60,NA,0.00,1.80,0.90,10.50,66.50,33.50,8.41,0.11,0.78,0.27,0.01,0.05,0.5,0.25,0.25,0.26,0.52,0.14,0,0,0.04,0,0,0.05,0.01,0,0.01,0,0,0,0.02,0,0.15,0,0,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0.05,0,0,0,1.11,0.47,0.02,0.02,0.62,0.4,0.22,0.42,0.69,0.6,0,0,0.2,0,0,0,0.02,0,0.25,0,0,0,0,0,0.02,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0.02,0,0,NA,1.09,114.8,0.945,0.37,0.015,0.035,0.56,0.325,0.235,0.34,0.605,0.37,0,0,0.12,0,0,0.025,0.015,0,0.13,0,0,0,0.01,0,0.085,0,0,0,0,0.325,0,0,0.2,0,0,0,0,0,0.01,0,0.025,0,0.935
09-FD-0-15,09-FD,9,FD,shallow,K,wet,0,0.50,3.60,7.20,2022,AnLab,194.60,NA,0.00,1.60,0.30,NA,67.23,32.77,8.67,0.12,1.12,0.95,0.02,0,0.15,0.05,0.1,0.07,1.05,0.25,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.7,0,0.02,0,0,0.05,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.83,0.26,0.24,0,0.33,0.23,0.1,0.47,0.36,0.46,0.1,0.1,0,0,0.03,0,0.01,0,0,0,0,0.01,0,0.15,0,0,0.1,0,0,0.2,0,0,0.1,0,0,0.03,0,0,0,0,0,NA,0.83,97.3,0.975,0.605,0.13,0,0.24,0.14,0.1,0.27,0.705,0.355,0.05,0.075,0,0.05,0.015,0,0.005,0,0,0,0,0.005,0,0.125,0.35,0,0.06,0,0,0.125,0,0,0.1,0,0,0.015,0,0,0,0,0,0.1,0.975
09-IR-0-15,09-IR,9,IR,shallow,K,wet,0,0.60,6.20,10.30,2022,AnLab,186.90,NA,0.00,1.80,1.10,10.70,66.01,33.99,8.98,0.11,1.33,1.23,0,0,0.1,0.1,0,0.1,1.23,0.16,0,0.01,0.01,0.9,0,0.01,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.9,0.05,0,0.03,0.01,0.02,0.06,0.92,0.03,0,0,0,0.8,0,0.02,0.05,0,0.05,0,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,NA,0.98,93.45,1.155,1.065,0.025,0,0.065,0.055,0.01,0.08,1.075,0.095,0,0.005,0.005,0.85,0,0.015,0.025,0,0.025,0,0,0,0,0.065,0.1,0,0,0,0,0.055,0,0,0.01,0,0,0,0,0,0,0,0,0,1.155
11-DT-0-15,11-DT,11,DT,shallow,D,wet,1,0.70,6.50,9.30,2022,AnLab,354.80,NA,0.30,4.50,1.20,12.50,65.46,34.54,NA,0.12,1.77,0.62,0.35,0.35,0.8,0.45,0.35,0.8,0.97,0.06,0,0.02,0,0.05,0,0,0.35,0,0.05,0,0,0,0,0,0.5,0,0,0,0,0.05,0,0,0,0.4,0,0,0,0,0,0.2,0.15,0,0,0,0.84,0.16,0.35,0.02,0.33,0.31,0.02,0.66,0.18,0.03,0,0,0.01,0,0,0,0.35,0,0,0,0,0,0,0,0.15,0,0,0,0,0.01,0,0,0,0.3,0,0,0,0,0.02,0,0,NA,0.82,177.4,1.305,0.39,0.35,0.185,0.565,0.38,0.185,0.73,0.575,0.045,0,0.01,0.005,0.025,0,0,0.35,0,0.025,0,0,0,0,0,0.325,0,0,0,0,0.03,0,0,0,0.35,0,0,0,0,0.01,0.1,0.075,0,1.295
11-DT-15-30,11-DT,11,DT,deep,D,wet,1,0.50,4.60,9.20,2022,AnLab,84.90,NA,0.15,2.30,1.10,10.60,67.23,32.77,NA,0.11,1.77,0.62,0.35,0.35,0.8,0.45,0.35,0.8,0.97,0.06,0,0.02,0,0.05,0,0,0.35,0,0.05,0,0,0,0,0,0.5,0,0,0,0,0.05,0,0,0,0.4,0,0,0,0,0,0.2,0.15,0,0,0,0.84,0.16,0.35,0.02,0.33,0.31,0.02,0.66,0.18,0.03,0,0,0.01,0,0,0,0.35,0,0,0,0,0,0,0,0.15,0,0,0,0,0.01,0,0,0,0.3,0,0,0,0,0.02,0,0,,0.82,42.45,1.305,0.39,0.35,0.185,0.565,0.38,0.185,0.73,0.575,0.045,0,0.01,0.005,0.025,0,0,0.35,0,0.025,0,0,0,0,0,0.325,0,0,0,0,0.03,0,0,0,0.35,0,0,0,0,0.01,0.1,0.075,0,1.295
13-DT-0-15,13-DT,13,DT,shallow,D,wet,0,0.60,6.30,10.50,2022,AnLab,342.10,NA,0.30,3.40,1.20,13.10,65.27,34.73,8.5,0.11,1.17,0.32,0,0,0.85,0.8,0.05,0.8,0.37,0.11,0,0.02,0,0.15,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0.8,0.05,0,0,0,0,0,0,0,0,0,0,0,1.15,0.46,0.02,0,0.67,0.62,0.05,0.64,0.51,0.16,0.01,0.05,0,0,0.01,0,0,0,0.1,0,0,0.01,0,0,0.3,0,0,0,0,0.02,0,0.6,0.05,0,0,0,0,0,0,0,0,NA,1.15,171.05,1.16,0.39,0.01,0,0.76,0.71,0.05,0.72,0.44,0.135,0.005,0.035,0,0.075,0.005,0,0,0,0.1,0,0,0.005,0,0.025,0.15,0,0,0,0,0.01,0,0.7,0.05,0,0,0,0,0,0,0,0,0,1.16
13-IR-0-15,13-IR,13,IR,shallow,D,wet,0,0.60,5.60,9.30,2022,AnLab,262.00,NA,0.30,3.10,1.30,12.60,67.03,32.97,8.84,0.11,0.87,0.35,0.11,0,0.41,0.38,0.03,0.49,0.38,0.14,0,0.03,0,0.1,0,0,0,0,0.05,0.1,0,0,0,0.05,0.1,0.02,0.01,0,0,0.1,0.03,0.25,0.03,0,0,0,0,0,0,0,0,0.05,0,0,1,0.64,0.16,0,0.2,0.15,0.05,0.31,0.69,0.43,0.01,0.03,0.03,0.2,0,0,0,0,0.1,0.15,0,0,0,0.25,0.03,0,0,0,0,0.05,0,0.1,0.05,0,0,0,0,0,0,0,0,NA,1,131,0.935,0.495,0.135,0,0.305,0.265,0.04,0.4,0.535,0.285,0.005,0.03,0.015,0.15,0,0,0,0,0.075,0.125,0,0,0,0.15,0.065,0.01,0.005,0,0,0.075,0.015,0.175,0.04,0,0,0,0,0,0,0,0,0.05,0.935
15-DT-0-15,15-DT,15,DT,shallow,F,wet,0,0.60,5.40,9.00,2022,AnLab,336.60,NA,1.30,NA,1.20,12.30,67.10,32.91,8.64,0.11,0.96,0.6,0.25,0,0.11,0.1,0.01,0.35,0.61,0.6,0,0.05,0.15,0.1,0,0,0.15,0,0,0.1,0,0,0,0,0.3,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0.07,0,0,0,0.15,0,0,0.92,0.17,0.5,0,0.25,0.25,0,0.75,0.17,0.21,0,0,0.02,0,0,0,0,0,0,0.5,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.1,0,0,0,NA,0.92,168.3,0.94,0.385,0.375,0,0.18,0.175,0.005,0.55,0.39,0.405,0,0.025,0.085,0.05,0,0,0.075,0,0,0.3,0,0,0,0.075,0.15,0,0,0,0,0,0,0.015,0.005,0,0,0.075,0,0.085,0,0,0,0.15,0.94
15-R-0-15,15-R,15,R,shallow,F,wet,0,0.50,4.80,9.60,2022,AnLab,248.00,NA,0.30,2.50,1.30,12.40,68.35,31.65,NA,0.11,1.19,0.32,0.32,0,0.55,0.55,0,0.87,0.32,0.06,0,0.02,0,0.05,0,0,0.02,0,0.1,0.3,0,0,0,0,0.15,0,0,0,0,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0.17,0.2,0,0.65,0.6,0.05,0.8,0.22,0.03,0,0,0.01,0,0,0,0,0,0.15,0.2,0,0,0,0,0.01,0,0,0,0,0,0,0.6,0.05,0,0,0,0,0,0,0,0,NA,1.02,124,1.105,0.245,0.26,0,0.6,0.575,0.025,0.835,0.27,0.045,0,0.01,0.005,0.025,0,0,0.01,0,0.125,0.25,0,0,0,0,0.08,0,0,0,0,0.025,0,0.55,0.025,0,0,0,0,0,0,0,0,0,1.105
17-FD-0-15,17-FD,17,FD,shallow,F,wet,1,0.50,4.90,9.80,2022,AnLab,324.80,NA,0.35,3.50,1.20,12.60,68.62,31.38,8.51,0.12,1.28,0.46,0.37,0.2,0.45,0.22,0.23,0.59,0.69,0.09,0,0.02,0.01,0.1,0.2,0,0.05,0,0.3,0.02,0,0,0,0,0.03,0,0.1,0,0,0.1,0,0.02,0.03,0,0,0,0,0.1,0,0.1,0.1,0,0,0,1.12,0.4,0.32,0.05,0.4,0.15,0.25,0.47,0.65,0.3,0.02,0,0.1,0,0.1,0,0.1,0,0.3,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0.2,0,0,0.05,0,0.05,0.05,0,0,NA,1.07,162.4,1.2,0.43,0.345,0.125,0.425,0.185,0.24,0.53,0.67,0.195,0.01,0.01,0.055,0.05,0.15,0,0.075,0,0.3,0.01,0,0,0,0,0.015,0,0.1,0,0,0.075,0,0.01,0.115,0,0,0.025,0,0.075,0.025,0.05,0.05,0,1.175
19-IR-0-15,19-IR,19,IR,shallow,L,wet,1,0.50,4.70,9.40,2022,AnLab,182.10,NA,0.20,2.20,1.20,12.60,68.10,31.90,8.55,0.11,1.6,0.56,0.02,0.02,1.02,0.8,0.22,0.82,0.78,0.18,0,0.05,0,0.1,0,0,0.02,0,0.03,0,0,0,0,0.03,0.3,0.05,0,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0.02,0,0,0,0,1.11,0.4,0.15,0.03,0.56,0.48,0.08,0.63,0.48,0,0,0,0,0.05,0,0,0.15,0,0,0,0,0,0,0,0.3,0.05,0,0,0,0.45,0,0,0.05,0,0,0,0.03,0,0.03,0,0,NA,1.08,91.05,1.355,0.48,0.085,0.025,0.79,0.64,0.15,0.725,0.63,0.09,0,0.025,0,0.075,0,0,0.085,0,0.015,0,0,0,0,0.015,0.3,0.05,0,0,0,0.625,0,0,0.125,0,0,0,0.015,0,0.015,0.01,0,0,1.34
20-DT-0-15,20-DT,20,DT,shallow,L,wet,0,0.50,4.30,8.60,2022,AnLab,254.20,NA,0.00,1.70,1.00,10.30,66.93,33.07,8.55,0.09,1.39,0.39,0.22,0,0.78,0.48,0.3,0.7,0.69,0.17,0,0.03,0.02,0.2,0,0,0.02,0,0.02,0.2,0,0,0,0.02,0.1,0,0,0,0,0.35,0,0.1,0.3,0,0,0,0,0.03,0,0,0,0,0,0,1.15,0.58,0.19,0,0.38,0.33,0.05,0.52,0.63,0.24,0.03,0,0.03,0,0,0.25,0.03,0,0.15,0.1,0,0,0.05,0.1,0,0,0.03,0,0,0.2,0,0.1,0.05,0,0,0,0,0.03,0,0,0,NA,1.15,127.1,1.27,0.485,0.205,0,0.58,0.405,0.175,0.61,0.66,0.205,0.015,0.015,0.025,0.1,0,0.125,0.025,0,0.085,0.15,0,0,0.025,0.06,0.05,0,0.015,0,0,0.275,0,0.1,0.175,0,0,0,0,0.03,0,0,0,0,1.27
20-IR-0-15,20-IR,20,IR,shallow,L,wet,1,0.60,5.30,8.80,2022,AnLab,350.50,NA,0.30,1.80,1.10,11.90,67.89,32.11,8.49,0.10,1.5,0.6,0.1,0.1,0.8,0.65,0.15,0.75,0.75,0.15,0,0.05,0,0.1,0,0.1,0.05,0,0.05,0.05,0,0,0,0,0.3,0,0,0,0,0.15,0.5,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,1.03,0.63,0.15,0.04,0.25,0.21,0.04,0.36,0.67,0.15,0,0.02,0.03,0,0,0.03,0.15,0,0.2,0,0,0,0,0,0.35,0,0,0,0,0.2,0.01,0,0,0,0,0,0,0,0.04,0,0,NA,0.99,175.25,1.265,0.615,0.125,0.07,0.525,0.43,0.095,0.555,0.71,0.15,0,0.035,0.015,0.05,0,0.065,0.1,0,0.125,0.025,0,0,0,0,0.325,0,0,0,0,0.175,0.255,0,0.025,0,0,0,0,0,0.02,0,0.05,0,1.245
21-FD-0-15,21-FD,21,FD,shallow,L,wet,1,0.50,3.50,7.00,2022,AnLab,182.60,NA,0.00,1.40,1.10,11.70,NA,NA,8.84,0.11,1.47,0.77,0.35,0.05,0.35,0.25,0.1,0.6,0.87,0.19,0,0.03,0,0.5,0,0.02,0.04,0,0,0.3,0,0,0,0.1,0.1,0.02,0.01,0,0,0.25,0,0,0.05,0,0,0,0,0,0,0,0.05,0.2,0,0,1.09,0.17,0.75,0.02,0.17,0.15,0.02,0.9,0.19,0,0,0,0,0.1,0,0.01,0,0,0,0.75,0,0,0,0,0.03,0.03,0,0,0,0.1,0,0,0,0.05,0,0,0,0,0.02,0,0,NA,1.07,91.3,1.28,0.47,0.55,0.035,0.26,0.2,0.06,0.75,0.53,0.095,0,0.015,0,0.3,0,0.015,0.02,0,0,0.525,0,0,0,0.05,0.065,0.025,0.005,0,0,0.175,0,0,0.025,0.025,0,0,0,0,0.01,0,0.025,0.2,1.27
21-FD-15-30,21-FD,21,FD,deep,L,wet,1,NA,NA,NA,2022,AnLab,43.30,NA,0.00,0.90,1.00,9.70,67.58,32.42,8.29,0.08,1.47,0.77,0.35,0.05,0.35,0.25,0.1,0.6,0.87,0.19,0,0.03,0,0.5,0,0.02,0.04,0,0,0.3,0,0,0,0.1,0.1,0.02,0.01,0,0,0.25,0,0,0.05,0,0,0,0,0,0,0,0.05,0.2,0,0,1.09,0.17,0.75,0.02,0.17,0.15,0.02,0.9,0.19,0,0,0,0,0.1,0,0.01,0,0,0,0.75,0,0,0,0,0.03,0.03,0,0,0,0.1,0,0,0,0.05,0,0,0,0,0.02,0,0,,1.07,21.65,1.28,0.47,0.55,0.035,0.26,0.2,0.06,0.75,0.53,0.095,0,0.015,0,0.3,0,0.015,0.02,0,0,0.525,0,0,0,0.05,0.065,0.025,0.005,0,0,0.175,0,0,0.025,0.025,0,0,0,0,0.01,0,0.025,0.2,1.27
