Sample_ID,Short_ID,Plot,Restoration,Depth,Block,Precip,Invaded,TN_mg_gsoil,TC_mg_gsoil,CtoN,Year,MBC_Lab,MBC,WEOC,POM_TN,POM_TC,MAOM_TN,MAOM_TC,perc_POM,perc_MAOM,pH,GWC,COVER_C,ANN_F_C,PER_F_C,IGRASS_C,ALL_GRASS_C,PER_G_C,ANN_G_C,PER_ALL_C,ANN_ALL_C,NFIX_SUM_C,ACHMIL_C,ACMAME_C,ACMSTR_C,AMSMEN_C,ASCFAS_C,CALCIL_C,CIROCC_C,DEIFAS_C,ESCCAL_C,GRICAM_C,LAYPLA_C,LUPBIC_C,LUPMIC_C,LUPSUC_C,PHACIC_C,PLAERE_C,RANCAL_C,TRIWIL_C,ARIPUR_C,BROCAR_C,ELYCON_C,ELYGLA_C,FESMIC_C,HORBRA_C,HORINT_C,KOEMAC_C,SPOAIR_C,STIPUL_C,BRODIA_C,BROMAD_C,FESPER_C,goph_dist_C,FESMYU_C,BROHOR_C,COVER_P,ANN_F_P,PER_F_P,IGRASS_P,ALL_GRASS_P,PER_G_P,ANN_G_P,PER_ALL_P,ANN_ALL_P,NFIX_SUM_P,ACHMIL_P,ACMAME_P,ACMSTR_P,AMSMEN_P,ASCFAS_P,CALCIL_P,CIROCC_P,DEIFAS_P,ESCCAL_P,GRICAM_P,LAYPLA_P,LUPBIC_P,LUPMIC_P,LUPSUC_P,PHACIC_P,PLAERE_P,RANCAL_P,TRIWIL_P,ARIPUR_P,BROCAR_P,ELYCON_P,ELYGLA_P,FESMIC_P,HORBRA_P,HORINT_P,KOEMAC_P,SPOAIR_P,STIPUL_P,BRODIA_P,BROMAD_P,FESPER_P,goph_dist_P,Cover_NoBRODIA,MBC_halfAnLab,COVER_A,ANN_F_A,PER_F_A,IGRASS_A,ALL_GRASS_A,PER_G_A,ANN_G_A,PER_ALL_A,ANN_ALL_A,NFIX_SUM_A,ACHMIL_A,ACMAME_A,ACMSTR_A,AMSMEN_A,ASCFAS_A,CALCIL_A,CIROCC_A,DEIFAS_A,ESCCAL_A,GRICAM_A,LAYPLA_A,LUPBIC_A,LUPMIC_A,LUPSUC_A,PHACIC_A,PLAERE_A,RANCAL_A,TRIWIL_A,ARIPUR_A,BROCAR_A,ELYCON_A,ELYGLA_A,FESMIC_A,HORBRA_A,HORINT_A,KOEMAC_A,SPOAIR_A,STIPUL_A,BRODIA_A,BROMAD_A,FESPER_A,goph_dist_A,COVER_NoBRODIA_A
27-DT-0-15,27-DT,27,DT,shallow,B,dry,1,0.90,8.80,9.80,2022,UW,167.50,NA,0.50,NA,1.30,12.90,66.40,33.60,NA,0.07,0.97,0.72,0.15,0.05,0.1,0.05,0.05,0.2,0.77,0.21,0,0,0.02,0,0,0.15,0.15,0,0.1,0,0,0,0,0.15,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0.66,0.11,0.5,0,0.05,0.05,0,0.55,0.11,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,NA,0.66,167.50,0.815,0.415,0.325,0.025,0.075,0.05,0.025,0.375,0.44,0.155,0,0,0.01,0,0,0.075,0.325,0,0.05,0,0,0,0,0.125,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.025,0,0,0.815
27-FD-0-15,27-FD,27,FD,shallow,B,dry,0,0.70,6.90,9.90,2022,UW,142.60,NA,0.30,3.70,1.30,13.10,65.19,34.81,8.05,0.09,0.29,0.12,0.05,0.01,0.12,0.11,0.01,0.16,0.13,0.11,0,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0.91,0.15,0.01,0,0.75,0.75,0,0.76,0.15,0,0.01,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,NA,0.91,142.60,0.6,0.135,0.03,0.005,0.435,0.43,0.005,0.46,0.14,0.055,0.005,0.01,0,0,0,0,0,0,0.075,0.025,0,0,0,0.025,0.025,0,0,0,0,0.425,0,0,0,0,0,0,0,0.005,0,0,0.005,0,0.6
28-R-0-15,28-R,28,R,shallow,B,dry,1,0.70,6.60,9.40,2022,UW,160.60,NA,0.40,NA,1.30,13.10,66.67,33.33,8.15,0.07,1.1,0.98,0.07,0.03,0.05,0,0.05,0.07,1.03,0.15,0,0,0,0.05,0,0.03,0.03,0,0.2,0.03,0,0,0,0.15,0.55,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0.01,0,0,0,0.64,0.26,0.03,0,0.35,0.35,0,0.38,0.26,0.15,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0.15,0.1,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,NA,0.64,160.60,0.87,0.62,0.05,0.015,0.2,0.175,0.025,0.225,0.645,0.15,0,0,0,0.025,0,0.015,0.015,0,0.105,0.03,0,0,0,0.15,0.325,0,0.005,0,0,0,0,0,0.01,0.175,0,0,0,0,0,0.01,0.005,0,0.87
30-FD-0-15,30-FD,30,FD,shallow,C,dry,1,0.70,6.70,9.60,2022,UW,68.90,NA,0.40,4.70,1.30,13.10,65.62,34.38,8.13,0.08,0.33,0.08,0,0,0.25,0.25,0,0.25,0.08,0.02,0,0,0,0,0,0.01,0,0,0.05,0,0,0,0,0.02,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.25,0.14,0,0.35,0.3,0.05,0.44,0.3,0.25,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.25,0,0,0.04,0,0,0.3,0,0,0.05,0,0,0,0,0,0,0,0,NA,0.74,68.90,0.535,0.165,0.07,0,0.3,0.275,0.025,0.345,0.19,0.135,0,0,0,0,0,0.005,0.05,0,0.025,0,0,0,0,0.135,0,0,0.02,0,0,0.275,0,0,0.025,0,0,0,0,0,0,0,0,0,0.535
30-IR-0-15,30-IR,30,IR,shallow,C,dry,1,0.70,5.80,8.30,2022,UW,172.70,NA,0.40,4.20,1.30,12.60,66.67,33.33,7.84,0.09,0.14,0.07,0.02,0,0.05,0.05,0,0.07,0.07,0.01,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0.01,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.96,0.05,0.01,0.06,0.05,0.01,0.1,0.97,0.33,0,0.01,0,0,0,0,0.05,0,0.05,0,0,0,0,0.3,0.6,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.01,0,0,NA,1.06,172.70,0.605,0.515,0.035,0.005,0.055,0.05,0.005,0.085,0.52,0.17,0,0.005,0,0,0,0,0.035,0,0.03,0,0,0,0,0.155,0.325,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.005,0,0,0,0.6
33-DT-0-15,33-DT,33,DT,shallow,E,dry,0,0.55,5.55,10.10,2022,UW,139.20,NA,0.20,3.30,1.30,13.00,67.76,32.24,8.48,0.06,0.59,0.39,0.02,0,0.18,0.03,0.15,0.05,0.54,0.29,0,0.05,0.04,0.15,0,0,0,0,0.03,0.02,0,0,0,0.02,0.1,0,0,0,0,0,0,0,0.15,0.03,0,0,0,0,0,0,0,0.2,0,0,1.05,0.69,0.03,0.01,0.33,0.17,0.16,0.2,0.85,0.37,0.01,0.03,0.01,0.3,0,0,0,0,0.1,0.02,0,0,0,0.25,0,0,0,0,0,0.02,0,0,0.15,0.1,0,0,0,0.05,0,0.01,0,NA,1.05,139.20,0.82,0.54,0.025,0.005,0.255,0.1,0.155,0.125,0.695,0.33,0.005,0.04,0.025,0.225,0,0,0,0,0.065,0.02,0,0,0,0.135,0.05,0,0,0,0,0.01,0,0,0.15,0.065,0,0,0,0.025,0,0.005,0,0.2,0.82
35-FD-0-15,35-FD,35,FD,shallow,E,dry,1,0.60,5.70,9.50,2022,UW,101.30,NA,0.30,3.70,1.20,11.50,66.94,33.06,8.28,0.07,0.46,0.22,0.1,0.03,0.14,0.01,0.13,0.11,0.35,0.06,0,0.02,0,0.05,0,0,0,0,0.1,0.1,0,0,0,0,0.05,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0.03,0,0,0,1.1,0.6,0.15,0.04,0.35,0.16,0.19,0.31,0.79,0.29,0.02,0,0.03,0.35,0,0,0.1,0,0,0.02,0,0,0,0.2,0,0.02,0.01,0,0,0.01,0,0,0.15,0.15,0,0,0,0,0.04,0,0,NA,1.06,101.30,0.78,0.41,0.125,0.035,0.245,0.085,0.16,0.21,0.57,0.175,0.01,0.01,0.015,0.2,0,0,0.05,0,0.05,0.06,0,0,0,0.1,0.025,0.01,0.005,0,0,0.01,0,0,0.125,0.075,0,0,0,0,0.02,0,0.015,0,0.76
37-DT-0-15,37-DT,37,DT,shallow,M,dry,0,0.60,4.40,7.30,2022,UW,109.40,NA,0.30,1.70,0.30,NA,67.13,32.87,8.31,0.06,0.39,0.27,0.02,0,0.1,0.1,0,0.12,0.27,0.21,0,0.04,0.03,0.05,0,0,0.02,0,0,0,0,0,0,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.65,0.07,0.04,0,0.54,0.54,0,0.58,0.07,0.06,0,0.02,0,0,0,0,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0.5,0,0.04,0,0,0,0,0,0,0,0,0,NA,0.65,109.40,0.52,0.17,0.03,0,0.32,0.32,0,0.35,0.17,0.135,0,0.03,0.015,0.025,0,0,0.03,0,0.025,0,0,0,0,0,0.075,0,0,0,0,0.3,0,0.02,0,0,0,0,0,0,0,0,0,0.6,0.52
37-IR-0-15,37-IR,37,IR,shallow,M,dry,1,0.50,4.70,9.40,2022,UW,127.20,NA,0.00,1.20,1.10,10.90,66.57,33.43,8.39,0.06,0.53,0.32,0.05,0.05,0.16,0.1,0.06,0.15,0.38,0.12,0,0.04,0,0.02,0,0,0.05,0,0.01,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0.49,0.25,0.04,0,0.2,0.2,0,0.24,0.25,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,NA,0.49,127.20,0.51,0.285,0.045,0.025,0.18,0.15,0.03,0.195,0.315,0.06,0,0.02,0,0.01,0,0,0.04,0,0.005,0.005,0,0,0,0,0.25,0,0,0,0,0.15,0,0,0.005,0,0,0,0,0,0.025,0,0,0,0.485
38-FD-0-15,38-FD,38,FD,shallow,M,dry,1,0.50,4.70,9.40,2022,UW,148.00,NA,0.00,1.30,1.00,10.50,67.90,32.10,8.21,0.07,0.57,0.12,0.02,0.02,0.43,0.4,0.03,0.42,0.15,0.06,0,0.02,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.25,0.01,0.05,0,0,0,0,0.02,0,0,0.25,0,0,1.22,0.18,0.08,0,0.96,0.96,0,1.04,0.18,0,0.03,0,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0.03,0,0,0,0,0.01,0,0.9,0,0.05,0,0,0,0,0,0,0,NA,1.22,148.00,0.895,0.15,0.05,0.01,0.695,0.68,0.015,0.73,0.165,0.03,0.015,0.01,0,0.075,0.005,0,0.005,0,0,0.025,0,0,0,0,0.065,0,0,0,0,0.055,0,0.575,0.005,0.05,0,0,0,0,0.01,0,0,0.25,0.885
39-IR-0-15,39-IR,39,IR,shallow,M,dry,0,0.50,4.10,8.20,2022,UW,NA,NA,0.00,1.60,0.90,10.00,66.37,33.63,8.27,0.06,0.44,0.06,0.03,0,0.35,0.3,0.05,0.33,0.11,0.03,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0.05,0,0,0,0,0.3,0,0,0.05,0,0,0,0,0,0,0,0,0.6,0,0,0.4,0.05,0,0,0.35,0.3,0.05,0.3,0.1,0.06,0,0.02,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.05,0,0,0.05,0,0,0,0,0,NA,0.4,23.00,0.42,0.055,0.015,0,0.35,0.3,0.05,0.315,0.105,0.045,0,0.015,0,0.01,0,0,0.015,0,0.005,0,0,0,0,0,0.025,0,0,0,0,0.275,0,0,0.05,0,0,0.025,0,0,0,0,0,0.6,0.42
39-R-0-15,39-R,39,R,shallow,M,dry,0,0.50,4.60,9.20,2022,UW,50.00,NA,0.00,1.50,1.00,10.60,67.85,32.15,8.36,0.07,0.92,0.63,0.05,0,0.24,0.24,0,0.29,0.63,0,0,0,0,0.03,0,0,0.05,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0.04,0,0,0,0,0,0,0,0,0,0.25,0,0,0.74,0.07,0.08,0,0.59,0.56,0.03,0.64,0.1,0.04,0.05,0.01,0,0.05,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0.55,0,0.01,0.03,0,0,0,0,0,0,0,0,NA,0.74,50.00,0.83,0.35,0.065,0,0.415,0.4,0.015,0.465,0.365,0.02,0.025,0.005,0,0.04,0,0,0.04,0,0,0,0,0,0,0.005,0.3,0,0,0,0,0.375,0,0.025,0.015,0,0,0,0,0,0,0,0,0.25,0.83
40-FD-0-15,40-FD,40,FD,shallow,H,dry,0,1.00,NA,NA,2022,UW,130.90,NA,0.40,3.60,1.20,12.60,68.72,31.28,NA,0.07,0.1,0.03,0.06,0,0.01,0.01,0,0.07,0.03,0.04,0,0,0.01,0,0,0,0.02,0,0,0.04,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.09,0.14,0.05,0.21,0.15,0.06,0.29,0.15,0.06,0.03,0.01,0,0,0,0,0.01,0,0.05,0.1,0,0,0,0.03,0,0,0,0,0,0.15,0,0,0.01,0,0,0,0,0,0,0.05,0,NA,0.44,130.90,0.27,0.06,0.1,0.025,0.11,0.08,0.03,0.18,0.09,0.05,0.015,0.005,0.005,0,0,0,0.015,0,0.025,0.07,0,0,0,0.02,0,0.005,0,0,0,0.08,0,0,0.005,0,0,0,0,0,0,0.025,0,0,0.27
43-IR-0-15,43-IR,43,IR,shallow,H,dry,1,0.70,6.10,8.70,2022,UW,97.10,NA,0.40,NA,1.30,12.60,67.98,32.02,8.1,0.05,0.94,0.68,0.06,0.05,0.2,0,0.2,0.06,0.88,0.25,0,0.05,0,0.05,0,0.4,0.05,0,0.03,0.01,0,0,0,0.1,0.03,0.02,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.05,0,0.05,0,0,0.9,0.39,0.21,0.1,0.3,0,0.3,0.21,0.69,0.32,0.01,0.04,0,0,0,0.1,0.2,0,0,0,0,0,0,0.2,0,0.05,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,NA,0.9,97.10,0.92,0.535,0.135,0.075,0.25,0,0.25,0.135,0.785,0.285,0.005,0.045,0,0.025,0,0.25,0.125,0,0.015,0.005,0,0,0,0.15,0.015,0.035,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0.075,0,0.05,0.92
44-IR-0-15,44-IR,44,IR,shallow,N,dry,0,0.50,4.20,8.40,2022,UW,83.50,NA,0.00,1.60,1.10,11.70,NA,NA,8.11,0.07,0.28,0.22,0.03,0,0.03,0.02,0.01,0.05,0.23,0.04,0,0.01,0,0.04,0,0.15,0.03,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0.75,0,0,0.81,0.55,0.18,0,0.08,0.04,0.04,0.22,0.59,0.1,0.03,0,0,0,0,0.45,0.15,0,0,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0.04,0.03,0,0,0,0,0,0,0,NA,0.81,83.50,0.545,0.385,0.105,0,0.055,0.03,0.025,0.135,0.41,0.07,0.015,0.005,0,0.02,0,0.3,0.09,0,0,0,0,0,0,0.055,0.005,0,0,0,0,0.005,0,0,0.025,0.025,0,0,0,0,0,0,0,0.75,0.545
44-R-0-15,44-R,44,R,shallow,N,dry,0,0.50,5.40,10.80,2022,UW,98.50,NA,0.00,1.60,1.10,11.30,68.98,31.02,8.57,0.08,0.79,0.46,0.16,0,0.17,0.02,0.15,0.18,0.61,0.12,0,0.01,0,0.2,0,0.15,0.15,0,0,0.01,0,0.04,0,0.05,0.01,0,0,0,0,0,0,0,0.15,0.02,0,0,0,0,0,0,0,0.15,0,0,0.62,0.2,0.22,0,0.2,0.1,0.1,0.32,0.3,0,0,0,0,0,0.02,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,NA,0.62,98.50,0.705,0.33,0.19,0,0.185,0.06,0.125,0.25,0.455,0.06,0,0.005,0,0.1,0.01,0.175,0.075,0,0,0.105,0,0.02,0,0.025,0.005,0,0,0,0,0,0,0,0.125,0.06,0,0,0,0,0,0,0,0.15,0.705
45-DT-0-15,45-DT,45,DT,shallow,N,dry,0,0.60,5.00,8.30,2022,UW,77.90,NA,0.20,1.80,1.10,11.00,69.99,30.01,8.19,0.06,0.7,0.32,0.23,0,0.15,0.14,0.01,0.37,0.33,0.06,0.05,0.02,0,0,0,0.1,0.03,0,0,0.15,0,0,0,0,0.2,0,0,0,0,0.02,0,0,0.01,0.02,0,0,0,0.1,0,0,0,0.3,0,0,0.69,0.35,0.15,0.03,0.19,0.13,0.06,0.28,0.41,0.15,0.05,0.05,0,0,0,0.1,0.05,0,0,0.05,0,0,0,0,0.2,0,0,0,0,0.02,0,0,0.03,0.05,0,0.04,0,0.02,0,0.03,0,NA,0.69,77.90,0.695,0.335,0.19,0.015,0.17,0.135,0.035,0.325,0.37,0.105,0.05,0.035,0,0,0,0.1,0.04,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0.02,0,0,0.02,0.035,0,0.02,0,0.06,0,0.015,0,0.3,0.695
45-R-0-15,45-R,45,R,shallow,N,dry,0,0.50,4.40,8.80,2022,UW,43.20,NA,0.00,1.90,1.20,11.70,68.71,31.30,NA,0.08,1,0.45,0.2,0.3,0.35,0,0.35,0.2,0.8,0.35,0,0.03,0.02,0.2,0,0,0.1,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.3,0,0.1,0,0,0.8,0.27,0.4,0.03,0.13,0.05,0.08,0.45,0.35,0.06,0,0.02,0,0.25,0,0,0.15,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.02,0.01,0,NA,0.78,43.20,0.9,0.36,0.3,0.165,0.24,0.025,0.215,0.325,0.575,0.205,0,0.025,0.01,0.225,0,0,0.125,0,0,0.175,0,0,0,0.1,0,0,0,0,0,0,0,0.025,0.05,0,0,0,0,0,0.01,0.155,0,0.1,0.89
48-FD-0-15,48-FD,48,FD,shallow,O,dry,1,0.50,4.40,8.80,2022,UW,55.90,NA,0.30,3.00,1.20,11.60,67.68,32.32,8.01,0.08,0.06,0.03,0.01,0.02,0.02,0,0.02,0.01,0.05,0.03,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.3,0,0,0.66,0.28,0.05,0.01,0.33,0.3,0.03,0.35,0.31,0.03,0,0.01,0,0.2,0,0.05,0,0,0,0,0,0,0,0,0,0.02,0.05,0,0,0.05,0,0.25,0.02,0,0,0,0,0,0.01,0,0,NA,0.65,55.90,0.36,0.155,0.03,0.015,0.175,0.15,0.025,0.18,0.18,0.03,0,0.01,0,0.1,0,0.025,0.005,0,0,0,0,0,0,0,0.01,0.01,0.025,0,0,0.025,0,0.125,0.01,0,0,0,0,0,0.005,0.01,0,0.3,0.355
48-IR-0-15,48-IR,48,IR,shallow,O,dry,1,0.60,4.50,7.50,2022,UW,106.00,NA,0.00,1.40,0.00,NA,68.22,31.78,8,0.06,0.14,0.04,0,0,0.1,0.1,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.46,0.04,0.02,0,0.4,0.2,0.2,0.22,0.24,0.03,0,0.01,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,NA,0.46,106.00,0.3,0.04,0.01,0,0.25,0.15,0.1,0.16,0.14,0.015,0,0.005,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.025,0,0,0,0,0.15,0,0,0.1,0,0,0,0,0,0,0,0,0.9,0.3
48-R-0-15,48-R,48,R,shallow,O,dry,0,0.60,5.70,9.50,2022,UW,51.70,NA,0.00,1.80,1.10,11.10,68.15,31.85,8.15,0.07,0.08,0.05,0.01,0,0.02,0,0.02,0.01,0.07,0,0,0,0,0.02,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0,0,0.68,0.01,0.57,0,0.1,0.05,0.05,0.62,0.06,0,0.02,0,0,0,0,0,0.55,0,0.01,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,NA,0.68,51.70,0.38,0.03,0.29,0,0.06,0.025,0.035,0.315,0.065,0,0.01,0,0,0.01,0,0.015,0.28,0,0.005,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.035,0,0,0,0,0,0,0,0,0.8,0.38
49-DT-0-15,49-DT,49,DT,shallow,O,dry,1,0.60,4.60,7.70,2022,UW,77.10,NA,0.30,1.90,1.30,12.40,67.35,32.65,8.16,0.06,0.67,0.59,0,0.02,0.08,0.06,0.02,0.06,0.61,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0.55,0,0,0,0,0.01,0,0.05,0,0,0,0,0,0,0,0.02,0,0.75,0,0,0.78,0.5,0.22,0.01,0.06,0.05,0.01,0.27,0.51,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.5,0,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0.01,0,0,NA,0.77,77.10,0.725,0.545,0.11,0.015,0.07,0.055,0.015,0.165,0.56,0.03,0,0,0.005,0,0,0,0.1,0,0,0,0,0,0,0.015,0.525,0,0.01,0,0,0.03,0,0.025,0,0,0,0,0,0,0.005,0.01,0,0.75,0.72
51-DT-0-15,51-DT,51,DT,shallow,G,dry,0,0.60,5.90,9.80,2022,UW,34.20,NA,0.40,NA,1.30,13.10,67.38,32.62,8.11,0.07,0.93,0.8,0.03,0,0.1,0.1,0,0.13,0.8,0.29,0,0.03,0,0,0.03,0.15,0,0,0.01,0,0,0,0,0.2,0.4,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.09,0.06,0.15,0.18,0.03,0.15,0.09,0.24,0.06,0,0.02,0,0,0.05,0.04,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.15,0,NA,0.33,34.20,0.63,0.445,0.045,0.075,0.14,0.065,0.075,0.11,0.52,0.175,0,0.025,0,0,0.04,0.095,0.005,0,0.005,0,0,0,0,0.1,0.2,0.02,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0.075,0,0,0.63
51-IR-0-15,51-IR,51,IR,shallow,G,dry,0,0.60,4.30,7.20,2022,UW,140.80,NA,0.20,2.70,1.20,11.60,68.35,31.65,8.16,0.07,0.61,0.26,0.05,0,0.3,0.3,0,0.35,0.26,0.06,0,0,0,0,0.05,0,0,0,0,0,0,0,0.03,0.03,0.2,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.48,0.06,0,0.3,0.3,0,0.36,0.48,0.2,0,0.01,0,0,0.03,0,0.02,0,0,0,0,0,0.02,0.15,0.3,0,0.01,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,NA,0.84,140.80,0.725,0.37,0.055,0,0.3,0.3,0,0.355,0.37,0.13,0,0.005,0,0,0.04,0,0.01,0,0,0,0,0,0.025,0.09,0.25,0,0.005,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.725
53-FD-0-15,53-FD,53,FD,shallow,G,dry,0,0.60,4.70,7.80,2022,UW,79.30,NA,0.30,3.15,1.35,12.45,68.66,31.34,8.36,0.07,0.8,0.7,0.06,0,0.04,0.04,0,0.1,0.7,0.2,0,0,0,0,0,0,0.05,0,0.1,0.01,0,0,0.1,0.1,0.4,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.05,0.1,0.3,0.2,0.1,0.25,0.37,0.16,0.03,0.02,0,0,0,0,0,0,0.15,0,0,0,0.1,0,0,0,0.02,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,NA,0.62,79.30,0.71,0.485,0.055,0.05,0.17,0.12,0.05,0.175,0.535,0.18,0.015,0.01,0,0,0,0,0.025,0,0.125,0.005,0,0,0.1,0.05,0.2,0,0.01,0,0,0,0,0.12,0,0,0,0,0,0,0,0.05,0,0,0.71
01-DT-0-15,01-DT,1,DT,shallow,A,wet,1,0.90,8.90,9.90,2023,UW,NA,84.48,0.1,NA,0.43,13.3,66.3,33.7,NA,0.12,0.69,0.3,0.05,0.32,0.34,0.02,0.32,0.07,0.62,0.01,0,0,0,0.03,0,0.25,0.05,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.3,0.02,0.45,0,0,0.77,0.45,0.02,0.1,0.3,0.2,0.1,0.22,0.55,0.25,0,0,0,0,0,0.15,0.02,0,0.05,0,0,0.05,0,0.2,0,0,0,0,0,0.05,0,0.15,0,0,0,0,0,0,0,0.05,0.05,0.05,0.77,280.04,0.73,0.375,0.035,0.21,0.32,0.11,0.21,0.145,0.585,0.13,0,0,0,0.015,0,0.2,0.035,0,0.03,0,0,0.025,0,0.105,0,0,0,0,0,0.035,0,0.075,0,0,0,0,0,0,0,0.175,0.035,0.25,0.73
01-FD-0-15,01-FD,1,FD,shallow,A,wet,0,0.80,8.50,10.60,2023,UW,198.36,80.35,0.3,4.1,1.4,13.1,65.1,34.9,NA,0.12,0.45,0.26,0.13,0.01,0.06,0.05,0.01,0.18,0.27,0.31,0,0.1,0,0.05,0.01,0.05,0.1,0,0.05,0.02,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.01,0,0.7,0,0,0.2,0.08,0.02,0,0.1,0.1,0,0.12,0.08,0.06,0,0.01,0,0,0.01,0,0.01,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,198.36,0.325,0.17,0.075,0.005,0.08,0.075,0.005,0.15,0.175,0.185,0,0.055,0,0.025,0.01,0.025,0.055,0,0.045,0.01,0,0.005,0,0.015,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0.005,0,0.4,0.325
